time,open,high,low,close,vwap,volume,count
2025-05-28 04:30:00,271.78,273.26,271.78,273.26,272.930663419422,367.6650993700001,55.0
2025-05-28 04:40:00,273.01,274.34,273.0,274.32,273.0992306460547,41.717002430000015,29.0
2025-05-28 04:50:00,274.3,274.54,274.14,274.32,274.3070523944158,2.6423604099999998,9.0
2025-05-28 05:00:00,274.06,274.06,274.0,274.0,274.00988545052644,6.54788343,8.0
2025-05-28 05:10:00,274.06,274.29,273.67,273.67,273.934686174489,14.571204670000002,22.0
2025-05-28 05:20:00,274.07,274.24,273.31,273.31,274.17888049378115,11.27931796,9.0
2025-05-28 05:30:00,273.22,273.22,272.42,272.43,272.5093871942373,8.564590639999999,24.0
2025-05-28 05:40:00,272.42,272.51,272.2,272.2,272.349253842991,5.4582161,22.0
2025-05-28 05:50:00,271.93,272.03,271.93,272.03,271.9446893773634,0.7111186500000001,3.0
2025-05-28 06:00:00,271.72,271.89,271.3,271.89,271.71584424510075,71.81345788000004,33.0
2025-05-28 06:10:00,271.55,271.61,271.12,271.12,271.55777554273556,2.94862437,9.0
2025-05-28 06:20:00,271.11,271.11,269.99,270.04,270.49862688528833,346.13445722000006,43.0
2025-05-28 06:30:00,269.65,269.66,269.55,269.65,269.6442097235654,24.125508699999997,5.0
2025-05-28 06:40:00,269.88,270.32,269.88,270.31,270.2756447495585,33.295369130000005,15.0
2025-05-28 06:50:00,270.33,270.89,270.33,270.67,270.7770420651315,9.13284173,22.0
2025-05-28 07:00:00,270.46,270.68,269.84,270.68,270.169125115172,2.64468525,14.0
2025-05-28 07:10:00,270.2,270.3,269.92,270.27,270.1026934432398,7.1000656399999995,9.0
2025-05-28 07:20:00,269.87,269.87,269.13,269.75,269.411651414941,175.24658413999992,47.0
2025-05-28 07:30:00,269.62,269.99,269.24,269.75,269.82055803056517,209.42961031,57.0
2025-05-28 07:40:00,270.06,270.22,269.55,269.6,269.6198734212344,39.24308453,14.0
2025-05-28 07:50:00,269.6,269.6,269.05,269.1,269.3197463198391,68.06562655,15.0
2025-05-28 08:00:00,269.32,269.46,269.11,269.19,269.3467416989801,39.66106508000001,15.0
2025-05-28 08:10:00,269.46,269.93,269.46,269.93,269.7388294705868,0.46915754000000004,9.0
2025-05-28 08:20:00,270.11,271.02,270.11,270.88,270.8245281397409,8.895274330000001,19.0
2025-05-28 08:30:00,270.15,270.67,270.13,270.67,270.2752582253661,99.48372231999996,20.0
2025-05-28 08:40:00,270.84,271.18,270.63,270.93,270.93230141680857,4.308394100000001,19.0
2025-05-28 08:50:00,270.65,270.92,270.46,270.92,270.54790932842707,14.161641400000002,15.0
2025-05-28 09:00:00,270.4,270.6,270.4,270.6,270.51095529384367,7.973352650000001,13.0
2025-05-28 09:10:00,269.99,270.03,268.9,268.9,269.5935752184808,7.07668447,11.0
2025-05-28 09:20:00,269.16,269.16,268.95,268.95,269.03010590580624,2.93331415,5.0
2025-05-28 09:30:00,269.03,269.19,268.6,268.6,269.1283863997409,17.10436618,13.0
2025-05-28 09:40:00,268.88,269.27,268.88,269.25,268.97366564467166,31.910948899999998,15.0
2025-05-28 09:50:00,268.64,268.64,268.5,268.5,268.61300912630014,3.82198145,8.0
2025-05-28 10:00:00,268.56,268.56,267.03,268.03,267.5007425258951,30.486300140000004,44.0
2025-05-28 10:10:00,268.05,268.35,267.4,267.4,267.66399149336723,6.3999659399999995,16.0
2025-05-28 10:20:00,267.56,268.49,267.51,268.49,268.14538941909194,353.0465683000002,96.0
2025-05-28 10:30:00,268.86,269.47,268.86,269.26,269.1320556749914,4.23535332,28.0
2025-05-28 10:40:00,269.08,269.08,269.08,269.08,269.08,1.20577143,4.0
2025-05-28 10:50:00,269.33,269.37,269.29,269.29,269.30732768331916,0.6760573,6.0
2025-05-28 11:00:00,269.42,270.08,269.27,269.28,269.95448787311983,83.22994064999997,29.0
2025-05-28 11:10:00,269.67,269.99,269.67,269.99,269.8534373523373,11.124,9.0
2025-05-28 11:20:00,269.76,269.76,269.17,269.29,269.3175258176906,4.28277656,9.0
2025-05-28 11:30:00,269.58,270.11,269.58,269.99,269.9878084428645,29.322592259999997,27.0
2025-05-28 11:40:00,269.66,269.76,269.65,269.76,269.68243861236067,4.36314302,12.0
2025-05-28 11:50:00,269.57,269.8,269.57,269.8,269.63887710264976,4.19768904,6.0
2025-05-28 12:00:00,269.87,270.0,269.59,269.91,269.84833651807406,41.32585989,13.0
2025-05-28 12:10:00,270.13,270.49,270.13,270.49,270.3937227980189,4.64261682,11.0
2025-05-28 12:20:00,270.57,270.98,270.57,270.57,270.7407104392644,8.627805369999999,18.0
2025-05-28 12:30:00,270.68,270.68,269.8,270.29,270.0992044239794,47.171344569999995,26.0
2025-05-28 12:40:00,270.44,270.44,269.86,269.86,270.1869874392078,25.555412990000004,24.0
2025-05-28 12:50:00,269.67,269.73,269.12,269.44,269.4277359951289,112.46550854999997,35.0
2025-05-28 13:00:00,269.44,269.67,269.25,269.32,269.35945579648956,5.63097213,14.0
2025-05-28 13:10:00,269.48,270.19,269.48,269.8,270.1453413871663,74.35528839999999,28.0
2025-05-28 13:20:00,269.38,270.08,269.38,270.08,269.4517290873786,1.49236229,11.0
2025-05-28 13:30:00,269.64,270.91,269.42,270.91,270.13530271351414,6.59597146,17.0
2025-05-28 13:40:00,270.73,270.74,268.79,268.79,269.94572881655785,26.590593669999997,10.0
2025-05-28 13:50:00,269.06,269.61,268.17,268.41,268.515790018876,485.04705781000007,67.0
2025-05-28 14:00:00,267.83,268.13,267.7,267.84,267.8126603986438,4.831549110000001,17.0
2025-05-28 14:10:00,267.56,268.28,265.41,266.25,266.40369830531154,1237.8334425499995,201.0
2025-05-28 14:20:00,266.33,268.01,266.33,267.88,267.1778115449066,137.97145507,46.0
2025-05-28 14:30:00,267.88,267.9,266.86,266.86,267.2289199203037,163.36100667999995,56.0
2025-05-28 14:40:00,266.73,267.0,266.47,266.66,266.7254001122576,9.49077922,13.0
2025-05-28 14:50:00,266.56,267.1,265.67,266.1,266.11963968616465,277.98300725999997,68.0
2025-05-28 15:00:00,266.31,266.52,265.28,265.28,266.1486048958222,21.511282870000006,32.0
2025-05-28 15:10:00,265.26,266.54,264.87,266.54,265.12350257986725,13.109396000000002,47.0
2025-05-28 15:20:00,266.82,267.76,266.82,267.26,267.38991071143363,31.48867781,23.0
2025-05-28 15:30:00,266.81,267.09,266.73,267.09,266.9397215508331,366.43918005,25.0
2025-05-28 15:40:00,267.02,267.06,266.01,266.01,266.91800112988295,35.30714237,9.0
2025-05-28 15:50:00,265.01,265.01,264.26,264.27,264.48823260752323,158.15711205999997,37.0
2025-05-28 16:00:00,264.35,265.03,264.33,265.03,264.8465969303334,57.437604499999985,31.0
2025-05-28 16:10:00,264.64,264.99,264.21,264.21,264.46864403286173,80.02639705,52.0
2025-05-28 16:20:00,264.21,264.7,264.0,264.56,264.4490262791671,342.15288374999994,110.0
2025-05-28 16:30:00,264.55,264.71,264.0,264.0,264.36433141737035,554.3446774600001,138.0
2025-05-28 16:40:00,264.01,264.4,264.0,264.38,264.0402614589997,5.40197852,17.0
2025-05-28 16:50:00,264.31,264.9,264.3,264.9,264.3510826900334,35.25869909,17.0
2025-05-28 17:00:00,264.92,266.7,264.92,266.17,266.40960873501484,191.32568700999997,55.0
2025-05-28 17:10:00,265.92,266.38,265.78,265.79,266.17167468264495,1.86312464,14.0
2025-05-28 17:20:00,265.78,265.79,264.65,265.33,265.2693334675158,1.15529193,9.0
2025-05-28 17:30:00,265.34,265.34,264.83,264.83,265.1178910967088,9.754440370000001,16.0
2025-05-28 17:40:00,264.71,265.07,264.42,265.07,264.7343008273881,2.17060283,18.0
2025-05-28 17:50:00,265.11,265.11,265.11,265.11,265.11,0.1449,1.0
2025-05-28 18:00:00,265.07,265.51,264.97,265.51,265.3258938320281,62.469692509999994,18.0
2025-05-28 18:10:00,265.47,265.47,265.0,265.06,265.2592388555394,10.13830396,10.0
2025-05-28 18:20:00,265.0,265.08,264.16,264.16,264.70492902877555,15.823797030000003,17.0
2025-05-28 18:30:00,264.49,264.49,264.4,264.4,264.457032293429,2.6518336,5.0
2025-05-28 18:40:00,264.53,264.99,264.46,264.46,264.79302160995644,8.779119999999999,19.0
2025-05-28 18:50:00,264.1,264.1,263.15,263.15,264.07623509997,236.90345365999994,49.0
2025-05-28 19:00:00,263.22,264.53,263.22,264.53,263.658757528491,366.7996061400001,66.0
2025-05-28 19:10:00,264.64,265.11,264.57,265.04,264.7807194482224,51.2562263,18.0
2025-05-28 19:20:00,264.67,264.68,263.48,263.48,263.97861955459433,41.274614820000004,19.0
2025-05-28 19:30:00,263.28,263.62,262.74,262.87,262.95891386135617,24.704995949999994,27.0
2025-05-28 19:40:00,262.81,262.81,261.31,261.65,261.87144612749734,53.99133952,64.0
2025-05-28 19:50:00,261.41,261.87,261.39,261.42,261.687430868818,31.22811504000001,42.0
2025-05-28 20:00:00,261.4,261.57,261.4,261.47,261.40154395189296,37.831254369999996,26.0
2025-05-28 20:10:00,261.3,261.9,260.95,261.88,261.2251140743818,5.1761043199999985,31.0
2025-05-28 20:20:00,261.82,262.65,261.2,262.62,262.314604039896,37.70818840000001,51.0
2025-05-28 20:30:00,262.47,262.5,261.83,261.83,262.21111657542565,3.02381937,13.0
2025-05-28 20:40:00,261.6,261.89,261.6,261.72,261.7131886268187,5.0793,8.0
2025-05-28 20:50:00,261.17,261.66,260.99,261.66,261.07567234874006,1.06127692,7.0
2025-05-28 21:00:00,261.6,261.6,260.61,261.05,260.83891330186754,75.66088505999998,53.0
2025-05-28 21:10:00,261.05,262.25,261.05,262.24,262.1500211788491,23.22087457,31.0
2025-05-28 21:20:00,262.3,262.42,261.51,261.51,262.06185163170517,12.874142699999998,14.0
2025-05-28 21:30:00,261.54,261.68,261.41,261.61,261.5333143413984,32.16861279,13.0
2025-05-28 21:40:00,261.5,261.63,261.5,261.63,261.52031905945483,6.130944469999999,11.0
2025-05-28 21:50:00,261.62,262.74,261.62,262.67,262.41797343252546,17.02734591,29.0
2025-05-28 22:00:00,262.48,262.7,261.85,262.2,262.002874620019,10.786299439999993,18.0
2025-05-28 22:10:00,262.2,262.62,261.69,262.2,262.25283080245663,649.0498963100002,143.0
